"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"1594"|1593|"telegraphcq : continuous dataflow processing sigmod conference,\"mehul a. shah , wei hong , sirish chandrasekaran , samuel madden , sailesh krishnamurthy , amol deshpande , frederick reiss , owen cooper , joseph m. hellerstein , michael j. franklin\",,2003"|"2003"|1|"telegraphcq : continuous dataflow processing sigmod conference,\"mehul a. shah , wei hong , sirish chandrasekaran , samuel madden , sailesh krishnamurthy , amol deshpande , frederick reiss , owen cooper , joseph m. hellerstein , michael j. franklin\",,    "|"telegraphcq continuous dataflow processing sigmod conference mehul a shah wei hong sirish chandrasekaran samuel madden sailesh krishnamurthy amol deshpande frederick reiss owen cooper joseph m hellerstein michael j franklin"|"telegraphcq continuous dataflow processing sigmod conference mehul shah wei hong sirish chandrasekaran samuel madden sailesh krishnamurthy amol deshpande frederick reiss owen cooper joseph hellerstein michael franklin"
"1595"|1594|"\"the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies curtis e. dyreson , torben bach pedersen , christian s. jensen 2000\",,vldb,"|"2000"|1|"\"the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies curtis e. dyreson , torben bach pedersen , christian s. jensen     \",,vldb,"|"the treescape system reuse of pre computed aggregates over irregular olap hierarchies curtis e dyreson torben bach pedersen christian s jensen vldb"|"the treescape system reuse pre computed aggregates over irregular olap hierarchies curtis dyreson torben bach pedersen christian jensen vldb"
"1596"|1595|"temporal slicing in the evaluation of xml queries,\"richard t. snodgrass , dengfeng gao\",vldb,2003"|"2003"|1|"temporal slicing in the evaluation of xml queries,\"richard t. snodgrass , dengfeng gao\",vldb,    "|"temporal slicing in the evaluation of xml queries richard t snodgrass dengfeng gao vldb"|"temporal slicing the evaluation xml queries richard snodgrass dengfeng gao vldb"
"1597"|1596|"database techniques for the world-wide web : a survey 1998,\"daniela florescu , alberto o. mendelzon , alon y. levy\",sigmod record,"|"1998"|1|"database techniques for the world-wide web : a survey     ,\"daniela florescu , alberto o. mendelzon , alon y. levy\",sigmod record,"|"database techniques for the world wide web a survey daniela florescu alberto o mendelzon alon y levy sigmod record"|"database techniques for the world wide web survey daniela florescu alberto mendelzon alon levy sigmod record"
"1598"|1597|"\"focused crawling using context graphs frans coetzee , steve lawrence , michelangelo diligenti , marco gori , c. lee giles 2000\",,vldb,"|"2000"|1|"\"focused crawling using context graphs frans coetzee , steve lawrence , michelangelo diligenti , marco gori , c. lee giles     \",,vldb,"|"focused crawling using context graphs frans coetzee steve lawrence michelangelo diligenti marco gori c lee giles vldb"|"focused crawling using context graphs frans coetzee steve lawrence michelangelo diligenti marco gori lee giles vldb"
"1599"|1598|"efficient concurrency control in multidimensional access methods 1999,\"sharad mehrotra , kaushik chakrabarti\",sigmod conference,"|"1999"|1|"efficient concurrency control in multidimensional access methods     ,\"sharad mehrotra , kaushik chakrabarti\",sigmod conference,"|"efficient concurrency control in multidimensional access methods sharad mehrotra kaushik chakrabarti sigmod conference"|"efficient concurrency control multidimensional access methods sharad mehrotra kaushik chakrabarti sigmod conference"
"1600"|1599|"\"design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ) stefan de√üloch , joachim thomas , nelson mendon√ßa mattos sigmod conference 1995\",,,"|"1995"|1|"\"design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ) stefan de√üloch , joachim thomas , nelson mendon√ßa mattos sigmod conference     \",,,"|"design and implementation of advanced knowledge processing in the kdms krisys demonstration description stefan de√üloch joachim thomas nelson mendon√ a mattos sigmod conference"|"design and implementation advanced knowledge processing the kdms krisys demonstration description stefan de√üloch joachim thomas nelson mendon√ mattos sigmod conference"
"1601"|1600|"efficient query processing for multi-dimensionally clustered tables in db2 2003,\"matthew huras , leslie cranston , bishwaranjan bhattacharjee , sriram padmanabhan , timothy malkemus , tony lai\",vldb,"|"2|2003"|2|"efficient query processing for multi-dimensionally clustered tables in db      ,\"matthew huras , leslie cranston , bishwaranjan bhattacharjee , sriram padmanabhan , timothy malkemus , tony lai\",vldb,"|"efficient query processing for multi dimensionally clustered tables in db matthew huras leslie cranston bishwaranjan bhattacharjee sriram padmanabhan timothy malkemus tony lai vldb"|"efficient query processing for multi dimensionally clustered tables matthew huras leslie cranston bishwaranjan bhattacharjee sriram padmanabhan timothy malkemus tony lai vldb"
"1602"|1601|"a web odyssey : from codd to xml victor vianu,,sigmod record,2003"|"2003"|1|"a web odyssey : from codd to xml victor vianu,,sigmod record,    "|"a web odyssey from codd to xml victor vianu sigmod record"|"web odyssey from codd xml victor vianu sigmod record"
"1603"|1602|"\"lof : identifying density-based local outliers hans-peter kriegel , raymond t. ng , markus m. breunig , j√∂rg sander sigmod conference\",,,2000"|"2000"|1|"\"lof : identifying density-based local outliers hans-peter kriegel , raymond t. ng , markus m. breunig , j√∂rg sander sigmod conference\",,,    "|"lof identifying density based local outliers hans peter kriegel raymond t ng markus m breunig j√ rg sander sigmod conference"|"lof identifying density based local outliers hans peter kriegel raymond markus breunig sander sigmod conference"
"1604"|1603|"\"best-effort cache synchronization with source cooperation chris olston , jennifer widom sigmod conference\",,,2002"|"2002"|1|"\"best-effort cache synchronization with source cooperation chris olston , jennifer widom sigmod conference\",,,    "|"best effort cache synchronization with source cooperation chris olston jennifer widom sigmod conference"|"best effort cache synchronization with source cooperation chris olston jennifer widom sigmod conference"
"1605"|1604|"predictive dynamic load balancing of parallel and distributed rule and query processing 1994,\"jae-jun hwang , mauricio a. hern√°ndez , salvatore j. stolfo , hasanat m. dewan\",sigmod conference,"|"1994"|1|"predictive dynamic load balancing of parallel and distributed rule and query processing     ,\"jae-jun hwang , mauricio a. hern√°ndez , salvatore j. stolfo , hasanat m. dewan\",sigmod conference,"|"predictive dynamic load balancing of parallel and distributed rule and query processing jae jun hwang mauricio a hern√ ndez salvatore j stolfo hasanat m dewan sigmod conference"|"predictive dynamic load balancing parallel and distributed rule and query processing jae jun hwang mauricio hern√ ndez salvatore stolfo hasanat dewan sigmod conference"
"1606"|1605|"tabular placement of relational data on mems-based storage devices 2003,\"divyakant agrawal , amr el abbadi , hailing yu\",vldb,"|"2003"|1|"tabular placement of relational data on mems-based storage devices     ,\"divyakant agrawal , amr el abbadi , hailing yu\",vldb,"|"tabular placement of relational data on mems based storage devices divyakant agrawal amr el abbadi hailing yu vldb"|"tabular placement relational data mems based storage devices divyakant agrawal amr abbadi hailing vldb"
"1607"|1606|"efficient processing of expressive node-selecting queries on xml data in secondary storage : a tree automata-based approach,christoph koch,vldb,2003"|"2003"|1|"efficient processing of expressive node-selecting queries on xml data in secondary storage : a tree automata-based approach,christoph koch,vldb,    "|"efficient processing of expressive node selecting queries on xml data in secondary storage a tree automata based approach christoph koch vldb"|"efficient processing expressive node selecting queries xml data secondary storage tree automata based approach christoph koch vldb"
"1608"|1607|"\"opportunities at arpa , nsf , and elsewhere 1995\",xiaolei qian,sigmod record,"|"1995"|1|"\"opportunities at arpa , nsf , and elsewhere     \",xiaolei qian,sigmod record,"|"opportunities at arpa nsf and elsewhere xiaolei qian sigmod record"|"opportunities arpa nsf and elsewhere xiaolei qian sigmod record"
"1609"|1608|"\"sonar : system for optimized numeric associationrules takeshi tokuyama , takeshi fukuda , yasuhiko morimoto , shinichi morishita\",,sigmod conference,1996"|"1996"|1|"\"sonar : system for optimized numeric associationrules takeshi tokuyama , takeshi fukuda , yasuhiko morimoto , shinichi morishita\",,sigmod conference,    "|"sonar system for optimized numeric associationrules takeshi tokuyama takeshi fukuda yasuhiko morimoto shinichi morishita sigmod conference"|"sonar system for optimized numeric associationrules takeshi tokuyama takeshi fukuda yasuhiko morimoto shinichi morishita sigmod conference"
"1610"|1609|"business-to-business interactions : issues and enabling technologies vldb j.,\"anne h. h. ngu , athman bouguettaya , brahim medjahed , ahmed k. elmagarmid , boualem benatallah\",,2003"|"2003"|1|"business-to-business interactions : issues and enabling technologies vldb j.,\"anne h. h. ngu , athman bouguettaya , brahim medjahed , ahmed k. elmagarmid , boualem benatallah\",,    "|"business to business interactions issues and enabling technologies vldb j anne h h ngu athman bouguettaya brahim medjahed ahmed k elmagarmid boualem benatallah"|"business business interactions issues and enabling technologies vldb anne ngu athman bouguettaya brahim medjahed ahmed elmagarmid boualem benatallah"
"1611"|1610|"discover : keyword search in relational databases 2002,\"vagelis hristidis , yannis papakonstantinou\",vldb,"|"2002"|1|"discover : keyword search in relational databases     ,\"vagelis hristidis , yannis papakonstantinou\",vldb,"|"discover keyword search in relational databases vagelis hristidis yannis papakonstantinou vldb"|"discover keyword search relational databases vagelis hristidis yannis papakonstantinou vldb"
