label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
|1103|238|"95|1996"|"5|98|1998"|workshop report the first international workshop active and real time database systems artdb mikael berndtsson rgen hansson sigmod record|report the international workshop knowledge representation meets databases krdb alex borgida vinay chaudhri martin staudt acm sigmod record|63|59|61|20|21|7|0.35|0.3333333333333333
|1011|1846|1999|1997|quality driven integration heterogenous information systems vldb johann christoph freytag felix naumann ulf leser|infomaster information integration system michael genesereth arthur keller oliver duschka international conference management data|43|53|47|15|19|3|0.2|0.15789473684210525
|768|1958|1998|1996|optimal clip ordering for multi clip queries vldb raymond paul shum|optimizing queries over multimedia repositories surajit chaudhuri luis gravano international conference management data|40|41|47|13|15|1|0.07692307692307693|0.06666666666666667
|1175|355|2001|2001|pbir perception based image retrieval lihyuarn chang edward chang tim cheng sigmod conference|pbir perception based image retrieval international conference management data edward chang kwang ting cheng lihyuarn chang|65|76|64|14|18|11|0.7857142857142857|0.6111111111111112
|743|51|1998|1999|cure efficient clustering algorithm for large databases sudipto guha rajeev rastogi kyuseok shim sigmod conference|walrus similarity retrieval algorithm for image databases apostol natsev rajeev rastogi kyuseok shim international conference management data|65|62|71|16|20|8|0.5|0.4
|833|950|2003|1997|combi operator database support for data mining applications vldb wolfgang lehner alexander hinneburg dirk habich|parallel algorithms for high dimensional similarity joins for data mining applications very large data bases john shafer rakesh agrawal|50|54|53|15|18|4|0.26666666666666666|0.2222222222222222
|952|585|2002|1994|the design retrieval technique for high dimensional data tertiary storage ratko orlandic craig swietlik jack lukaszuk sigmod record|the tree index structure for high dimensional data king lin jagadish christos faloutsos the vldb journal the international journal very large data bases|49|48|50|21|25|6|0.2857142857142857|0.24
|1385|825|1999|1999|semantic integration semistructured and structured data sources sonia bergamaschi maurizio vincini silvana castano sigmod record|miro web integrating multiple data sources through semistructured data types luc bouganim tatiana chan sine ying tuyet tram dang ngoc jean luc darroux georges gardarin fei sha very large data bases|45|49|50|16|28|3|0.1875|0.10714285714285714
|378|1761|2003|1998|cost driven vertical class partitioning for methods object oriented databases vldb qing chi wai fung kamalakar karlapalem|repositories and object oriented databases philip bernstein acm sigmod record|50|42|58|20|11|3|0.2727272727272727|0.15
|917|1922|1995|1997|adaptive parallel aggregation algorithms jeffrey naughton ambuj shatdal sigmod conference|adaptive data replication algorithm ouri wolfson sushil jajodia yixiu huang acm transactions database systems tods|49|42|55|11|17|1|0.09090909090909091|0.058823529411764705
|2296|1872|1996|1996|the mariposa distributed database management system sigmod record jeff sidell|the active database management system manifesto rulebase adbms features acm sigmod record corporate act net consortium|54|59|60|10|18|6|0.6|0.3333333333333333
|630|1026|1998|1997|fast high dimensional data search incomplete databases kian lee tan cheng hian goh beng chin ooi vldb|foundation for multi dimensional databases marc gyssens laks lakshmanan very large data bases|48|54|48|18|16|3|0.1875|0.16666666666666666
|1583|1870|2003|"3|1997"|system for keyword proximity search xml databases tianqiu wang yannis papakonstantinou nick koudas vagelis hristidis andrey balmin divesh srivastava vldb|similarity search cad database systems stefan berchtold hans peter kriegel international conference management data|43|42|47|22|18|2|0.1111111111111111|0.09090909090909091
|1361|1038|1997|1997|integrating modelling systems for environmental management information systems sigmod record david abel dean kuo kerry taylor|geo environmental and medical data management the rasdaman system peter baumann paula furtado roland ritsch norbert widmann very large data bases|48|51|48|17|21|2|0.11764705882352941|0.09523809523809523
|977|1123|2001|1996|the ecobase project database and web technologies for environmental information systems asterio tanaka patrick valduriez sigmod record|the structured information manager database system for sgml documents ron sacks davis very large data bases|43|55|46|18|17|4|0.23529411764705882|0.2222222222222222
|1854|2104|1998|2001|raster approximation for processing spatial joins jano moreira souza geraldo zimbrao vldb|approximate query processing using wavelets kaushik chakrabarti minos garofalakis rajeev rastogi kyuseok shim the vldb journal the international journal very large data bases|45|47|47|15|22|2|0.13333333333333333|0.09090909090909091
|385|1164|1999|1997|query optimization for selections using bitmaps ming chuan sigmod conference|parametric query optimization yannis ioannidis raymond kyuseok shim timos sellis the vldb journal the international journal very large data bases|42|43|52|11|23|2|0.18181818181818182|0.08695652173913043
|20|1848|"2001|2002"|1997|report the acm fourth international workshop data warehousing and olap dolap joachim hammer sigmod record|data warehousing and olap for decision support surajit chaudhuri umeshwar dayal international conference management data|40|54|41|16|16|6|0.375|0.375
|2389|150|2000|"233|1998"|niagaracq scalable continuous query system for internet databases yuan wang feng tian david dewitt jianjun chen sigmod conference|ariadne system for constructing mediators for internet sources international conference management data jos luis ambite naveen ashish greg barish craig knoblock steven minton pragnesh modi ion muslea andrew philpot sheila tejada|41|42|46|20|34|6|0.3|0.17647058823529413
|1685|1675|1994|"233|1994"|implementing lazy database updates for object database system fabrizio ferrandina thorsten meyer roberto zicari vldb|open object database management systems international conference management data jos blakeley|46|50|52|15|13|2|0.15384615384615385|0.13333333333333333
|1418|1720|1994|1994|parallel execution multiple pipelined hash joins philip hui hsiao ming syan chen sigmod conference|parallel execution multiple pipelined hash joins hui hsiao ming syan chen philip international conference management data|76|83|80|19|21|18|0.9473684210526315|0.8571428571428571
|303|1137|1996|1996|tcp the challenges issues and results ramesh bhashyam sigmod record|tpc the challenges issues and results ramesh bhashyam very large data bases|81|73|86|11|13|8|0.7272727272727273|0.6153846153846154
|218|1036|1997|1997|one pass algorithm for accurately estimating quantiles for disk resident data vldb khaled alsabti vineet singh sanjay ranka|one pass algorithm for accurately estimating quantiles for disk resident data khaled alsabti sanjay ranka vineet singh very large data bases|85|90|87|18|20|17|0.9444444444444444|0.85
|667|1604|2003|1995|research database engineering the university namur sigmod record jean luc hainaut|data and knowledge base research hong kong university science and technology drew hamidzadeh karlapalem kean lee lochovsky shum wuthrich acm sigmod record|39|48|51|14|32|6|0.42857142857142855|0.1875
|2452|580|1995|1994|temporal conditions and integrity constraints active database systems ouri wolfson prasad sistla sigmod conference|introduction deductive database languages and systems kotagiri ramamohanarao james harland the vldb journal the international journal very large data bases|44|43|48|16|21|3|0.1875|0.14285714285714285
|1631|201|1996|"2|1999"|optimization queries with user defined predicates surajit chaudhuri kyuseok shim vldb|optimization constrained frequent set queries with variable constraints laks lakshmanan raymond jiawei han alex pang international conference management data|42|44|53|12|24|4|0.3333333333333333|0.16666666666666666
|1564|2019|1994|2003|dblearn system prototype for knowledge discovery relational databases yue huang yandong cai yongjian nick cercone jiawei han sigmod conference|system for watermarking relational databases rakesh agrawal peter haas jerry kiernan international conference management data|51|51|51|22|19|6|0.3157894736842105|0.2727272727272727
|1774|891|2000|2000|contrast plots and sphere trees space time nearest neighbour searches vldb jonathan goldstein raghu ramakrishnan|contrast plots and sphere trees space time nearest neighbour searches very large data bases jonathan goldstein raghu ramakrishnan|93|91|86|18|21|17|0.9444444444444444|0.8095238095238095
